conversation_id,tweet_id,created_at,username,full_text,like_count,retweet_count,reply_count,is_quote_status,user_followers,lang,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:35:16 +0000 2025,dwi_brom,"@Dandhy_Laksono @tempodotco @jokowi Klo berharap @prabowo mendukung pengadilan @jokowi, menurut saya, itu bagai menggantang asap.. tangeh lamun !!",6,0,1,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:30:35 +0000 2025,lobaKaheureui,@Dandhy_Laksono @tempodotco @jokowi @KejaksaanRI berani enggak nih sikat gerombolan Mulyono tentang IKN?,1,0,2,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:28:00 +0000 2025,RoyMTheFlame,"@Dandhy_Laksono @tempodotco @jokowi Kita tunggu kabar 2027 mas, apakah akan jadi 98 season 2",0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:27:43 +0000 2025,jeonginhd,@tempodotco Istana wakil presiden?! Ga sudi,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:25:13 +0000 2025,Dandhy_Laksono,"@tempodotco @jokowi dan gerombolannya seharusnya bisa diadili, sebagai pelajaran agar kelak tak ada lagi politikus yang seenak jidatnya menghambur-hamburkan sumber daya bersama untuk melayani halusinasi dan kebodohan kronis.",3105,1017,57,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:11:12 +0000 2025,anakodok2009,@nurhali20364872 @tempodotco Termul nongol lupa bawa otak,0,0,3,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:08:17 +0000 2025,nurhali20364872,"@sagitarommy @Jinaka10 @tempodotco Lu mau liat org argumen dari followers nya ? SDM rendah pantasan, ga bisa adu argumentasi malah nyinyir , lucu sifat kalian munafik",0,0,2,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:04:31 +0000 2025,nurhali20364872,@anakodok2009 @tempodotco Ga punya argumen ternak WAN Abud ?,0,0,1,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 02:21:35 +0000 2025,lPosumA0209,"@tempodotco Kalau seandainya dulu tidak ada Pandemi COVID-19, mungkin saja Pembangunan IKN sudah Rampung sebelum 2025. Tahun 2024 kemarin, sudah bisa pindah ke IKN.",2,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 02:04:59 +0000 2025,novnov_18,@RheaZahiya @tempodotco Kesel tapi lucu,1,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 00:58:09 +0000 2025,SkandalSelop,@anakodok2009 @simple_outfittt @tempodotco Duit investorlah.... Emang bapak lu punya duit? Komen nyinyir kayak Tempo yang lagu BU,0,0,2,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 00:56:24 +0000 2025,semiaji_w,"@PaltiWest @tempodotco Duitnya...dari manaaaa?!
Ustad Mansyur mode on.",0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 00:50:33 +0000 2025,hanatya_,@tempodotco 🤔,0,0,0,0,0,qme,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 00:49:20 +0000 2025,getteng_hola,@herry_zudianto @tempodotco Tajut dipenjara. Mereka diberi keleluasaan korupsi. Bbrp waktu kemudian  dipanggil dan diberitahu kelakuan korupnya  dan datanya ada di KPK. Jadilah mereka 'sandera'.,1,0,0,0,0,in,,,,,,,,,,
